unique_id,Property Address,Floor,Suite,Size (SF),Rent/SF/Year,Associate 1,BROKER Email ID,Associate 2,Associate 3,Associate 4,Annual Rent,Monthly Rent,GCI On 3 Years
178,16 E 52nd St,4.0,403,9580,106.0,Davy Jones,test2@okadaco.com,Sansa Stark,Georgie Cooper,Oscar Piastri,1015480,84623,182786
179,16 E 52nd St,7.0,702,14159,87.0,James Norrington,test2@okadaco.com,Jon Snow,Missy Cooper,Daniel Ricciardo,1231833,102653,221730
180,16 E 52nd St,15.0,E15,11882,98.0,Davy Jones,test2@okadaco.com,Tyrion Lannister,Dr. Linkletter,Oscar Piastri,1164436,97036,209598
181,16 E 52nd St,16.0,E16,12413,109.0,Joshamee Gibbs,test2@okadaco.com,Arya Stark,Pastor Jeff,Charles Leclerc,1353017,112751,243543
182,500 Fifth Ave,42.0,4200,17888,93.0,Cutler Beckett,test2@okadaco.com,Sansa Stark,Dr. Linkletter,Max Verstappen,1663584,138632,299445
183,11 W 25th St,,RETL,11294,92.0,James Norrington,test2@okadaco.com,Sansa Stark,Dr. Linkletter,Lewis Hamilton,1039048,86587,187029
184,11 W 25th St,4.0,400,18564,91.0,Bootstrap Bill,test2@okadaco.com,Arya Stark,Meemaw,Carlos Sainz,1689324,140777,304078
185,11 W 25th St,7.0,700,11939,104.0,Joshamee Gibbs,test2@okadaco.com,Jaime Lannister,Mary Cooper,Daniel Ricciardo,1241656,103471,223498
186,11 W 25th St,11.0,1100,12310,86.0,Jack Sparrow,test2@okadaco.com,Arya Stark,Brenda Sparks,George Russell,1058660,88222,190559
187,40 W 37th St,1.0,Store A,12937,107.0,Will Turner,test2@okadaco.com,Bran Stark,Brenda Sparks,George Russell,1384259,115355,249167
188,535-547 W 45th St,8.0,800,17085,97.0,Jack Sparrow,test2@okadaco.com,The Hound,Sheldon Cooper,Carlos Sainz,1657245,138104,298304
189,255 Fifth Ave,3.0,300,12280,96.0,Jack Sparrow,test2@okadaco.com,Jaime Lannister,Mary Cooper,Carlos Sainz,1178880,98240,212198
190,255 Fifth Ave,4.0,400,13701,87.0,Will Turner,test2@okadaco.com,Bran Stark,George Cooper Sr.,Max Verstappen,1191987,99332,214558
191,255 Fifth Ave,5.0,500,18361,91.0,Elizabeth Swann,test2@okadaco.com,The Hound,Missy Cooper,Lewis Hamilton,1670851,139238,300753
192,227-229 W 29th St,3.0,3F,12187,82.0,Joshamee Gibbs,test2@okadaco.com,The Hound,Brenda Sparks,Lando Norris,999334,83278,179880
193,227-229 W 29th St,4.0,4R,9662,109.0,Elizabeth Swann,test2@okadaco.com,Jaime Lannister,Dr. Linkletter,Lewis Hamilton,1053158,87763,189568
194,227-229 W 29th St,7.0,700,17062,80.0,Hector Barbossa,test2@okadaco.com,Tyrion Lannister,George Cooper Sr.,Fernando Alonso,1364960,113747,245693
195,227-229 W 29th St,12.0,1200,15668,87.0,Elizabeth Swann,test2@okadaco.com,Jorah Mormont,Mary Cooper,Max Verstappen,1363116,113593,245361
196,53 Pearl St,2.0,200,9291,85.0,Joshamee Gibbs,test2@okadaco.com,Sansa Stark,Sheldon Cooper,George Russell,789735,65811,142152
197,53 Pearl St,4.0,400,16596,85.0,Joshamee Gibbs,test2@okadaco.com,Sansa Stark,Brenda Sparks,Fernando Alonso,1410660,117555,253919
198,247 W 30th St,2.0,2F,12565,104.0,Bootstrap Bill,test2@okadaco.com,Daenerys Targaryen,Sheldon Cooper,Carlos Sainz,1306760,108897,235217
199,247 W 30th St,3.0,3R,15946,97.0,Hector Barbossa,test2@okadaco.com,The Hound,George Cooper Sr.,Sergio Perez,1546762,128897,278417
200,247 W 30th St,4.0,4F,17052,91.0,Jack Sparrow,test2@okadaco.com,Jon Snow,Georgie Cooper,Lando Norris,1551732,129311,279312
201,50 W 17th St,10.0,1000,16311,109.0,Davy Jones,test2@okadaco.com,Jaime Lannister,Missy Cooper,Sergio Perez,1777899,148158,320022
202,50 W 17th St,12.0,PH,16402,109.0,Davy Jones,test2@okadaco.com,Daenerys Targaryen,Meemaw,George Russell,1787818,148985,321807
203,7 W 36th St,12.0,1200,18828,84.0,Joshamee Gibbs,test2@okadaco.com,Jon Snow,George Cooper Sr.,Sergio Perez,1581552,131796,284679
204,8 W 38th St,9.0,901,17330,80.0,Hector Barbossa,test2@okadaco.com,Arya Stark,Dr. Sturgis,Max Verstappen,1386400,115533,249552
205,8 W 38th St,11.0,1102,17315,93.0,Davy Jones,test2@okadaco.com,Tyrion Lannister,Dr. Linkletter,Fernando Alonso,1610295,134191,289853
206,8 W 38th St,11.0,1103,19892,90.0,Tia Dalma,test2@okadaco.com,Jon Snow,Meemaw,Max Verstappen,1790280,149190,322250
207,8 W 38th St,11.0,1104,10179,92.0,Jack Sparrow,test2@okadaco.com,Daenerys Targaryen,Sheldon Cooper,Daniel Ricciardo,936468,78039,168564
208,39-41 W 38th St,5.0,5W,11624,84.0,Tia Dalma,test2@okadaco.com,Jaime Lannister,Georgie Cooper,Lewis Hamilton,976416,81368,175755
209,39-41 W 38th St,8.0,8W,19266,89.0,Bootstrap Bill,test2@okadaco.com,Bran Stark,Brenda Sparks,Charles Leclerc,1714674,142890,308641
210,42 W 38th St,6.0,604,9717,97.0,Cutler Beckett,test2@okadaco.com,Tyrion Lannister,Dr. Linkletter,Daniel Ricciardo,942549,78546,169659
211,42 W 38th St,8.0,800,11791,99.0,James Norrington,test2@okadaco.com,Cersei Lannister,Brenda Sparks,Lando Norris,1167309,97276,210116
212,42 W 38th St,10.0,1004,10100,91.0,Will Turner,test2@okadaco.com,Jaime Lannister,Missy Cooper,Lewis Hamilton,919100,76592,165438
213,42 W 38th St,12.0,1200,14832,101.0,Bootstrap Bill,test2@okadaco.com,The Hound,Dr. Linkletter,Lewis Hamilton,1498032,124836,269646
214,6 W 48th St,4.0,400,11067,83.0,Elizabeth Swann,test2@okadaco.com,Bran Stark,Mary Cooper,Fernando Alonso,918561,76547,165341
215,6 W 48th St,5.0,500,14434,102.0,Cutler Beckett,test2@okadaco.com,Jorah Mormont,Missy Cooper,Daniel Ricciardo,1472268,122689,265008
216,6 W 48th St,6.0,600,11712,109.0,Hector Barbossa,test2@okadaco.com,Cersei Lannister,Sheldon Cooper,Fernando Alonso,1276608,106384,229789
217,144 W 37th St,4.0,400,15110,104.0,Davy Jones,test2@okadaco.com,Jon Snow,Meemaw,George Russell,1571440,130953,282859
218,144 W 37th St,5.0,500,17572,106.0,Elizabeth Swann,test2@okadaco.com,Daenerys Targaryen,Mary Cooper,Oscar Piastri,1862632,155219,335274
219,40 W 38th St,11.0,1008,17672,84.0,Davy Jones,test2@okadaco.com,Daenerys Targaryen,Missy Cooper,Sergio Perez,1484448,123704,267201
220,60 W 45th S,11.0,788,19209,88.0,Hector Barbossa,test2@okadaco.com,Jorah Mormont,Dr. Sturgis,Oscar Piastri,1690392,140866,304271
221,412 Broadway,5.0,792,16269,109.0,Davy Jones,test2@okadaco.com,Jon Snow,George Cooper Sr.,Daniel Ricciardo,1773321,147777,319198
222,135 W 52nd St,8.0,1189,17050,82.0,Davy Jones,test2@okadaco.com,Cersei Lannister,Sheldon Cooper,Fernando Alonso,1398100,116508,251658
223,171 Elizabeth St,6.0,768,19507,107.0,Tia Dalma,test2@okadaco.com,Arya Stark,Sheldon Cooper,Oscar Piastri,2087249,173937,375705
224,84 Mulberry St,8.0,1118,9567,101.0,Tia Dalma,test2@okadaco.com,Arya Stark,Dr. Linkletter,Charles Leclerc,966267,80522,173928
225,288-290 Water St,10.0,1069,19133,85.0,Joshamee Gibbs,test2@okadaco.com,Arya Stark,Dr. Sturgis,Lewis Hamilton,1626305,135525,292735
